"title","year","authors","affiliations","journal","citations","keywords","affiliation_missing","source","doi"
"Glutaraldehyde-crosslinked Naringenin-loaded Albumin Nanoparticles (GNANPs) induce antimicrobial properties and apoptosis in gastric cancer cells","2025","Munusamy M.A.; Bharathi M.; Alarfaj A.A.; Hussein-Al-Ali S.H.; Nagaiya R.; Subbarayan S.","Department of Chemistry, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences (SIMATS), Saveetha University, Tamil Nadu, Chennai, 602 105, India; Centre for Bioinformatics, Department of Biochemistry, Karpagam Academy of Higher Education, Coimbatore, 641021, India; Department of Botany and Microbiology, College of Science, King Saud University, P. O. Box.2455, Riyadh, 11451, Saudi Arabia; Department of Chemistry, Faculty of Sciences, Isra University, Amman, 11622, Jordan; Department of Life Science and Environmental Biochemistry, Pusan National University, Busan, 46241, South Korea; Muthayammal Centre for Advanced Research, Muthayammal College of Arts and Science, Rasipuram, Tamil Nadu, Namakkal, 637408, India","Toxicology in Vitro","2","Apoptosis; Gastric cancer; Nanomedicine; Naringenin; Oxidative stress","False","Scopus","10.1016/j.tiv.2025.106037"
"Artificial Intelligence in Optometry: Potential Benefits and Key Challenges: A Narrative Review","2025","Aldossary N.A.","Department of Optometry, King Saud University, Riyadh, Saudi Arabia","International Journal of Advanced Computer Science and Applications","0","Artificial intelligence; automated screening; eye care services; patient autonomy; tele-optometry","False","Scopus","10.14569/IJACSA.2025.0160813"
"Post-treatment of rat aflatoxicosis by camel milk and silymarin","2025","Hassaneen N.H.; Hemeda S.A.; El Nahas A.F.; Albadrani G.M.; Al-Ghadi M.Q.; Mohammedsaleh Z.M.; Fadl S.E.; El-Diasty E.M.; Sakr H.I.","Department of Animal Husbandry and Animal Wealth Development, Faculty of Veterinary Medicine, Matrouh University, Matrouh, Egypt; Department of Animal Husbandry and Animal Wealth Development, Faculty of Veterinary Medicine, Alexandria University, Alexandria, Egypt; Department of Biology, College of Science, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia; Department of Zoology, College of Science, King Saud University, Riyadh, Saudi Arabia; Department of Medical Laboratory Technology, Faculty of Applied Medical Sciences, University of Tabuk, Tabuk, Saudi Arabia; Biochemistry Department, Faculty of Veterinary Medicine, Matrouh University, Matrouh, Egypt; Mycology Department, Animal Health Research Institute Dokki, Giza (ARC), Giza, Egypt; Department of Medical Physiology, Faculty of Medicine, Cairo University, Giza, Egypt; Department of Medical Physiology, General Medicine Practice Program, Batterjee Medical College, Jedda, Saudi Arabia","Frontiers in Pharmacology","3","aflatoxin B1; camel milk; gene expression; post-treatment; serum biochemistry; silymarin","False","Scopus","10.3389/fphar.2025.1513105"
"Pharmacogenetics as a Future Tool to Risk-Stratify Breast Cancer Patients According to Chemotoxicity Potential from the Doxorubicin Hydrochloride and Cyclophosphamide (AC) Regimen","2025","Abdelfattah E.K.; Hosny S.M.; Kassem A.B.; Moustafa H.A.M.; Tawfeik A.M.; Abdelhafez M.N.; El-Sheshtawy W.; Alsfouk B.A.; Saleh A.; Salem H.A.","Department of Clinical Pharmacy, Faculty of Pharmacy (Girls), Al-Azhar University, Cairo, 11651, Egypt; Clinical Pharmacy and Pharmacy Practice Department, Faculty of Pharmacy, Damanhour University, Damanhour, 22514, Egypt; Clinical Pharmacy and Pharmacy Practice Department, Faculty of Pharmacy, Badr University in Cairo, Cairo, 11829, Egypt; Medical Microbiology and Immunology Department, Faculty of Medicine, Badr University in Cairo, Cairo, 11829, Egypt; Medical Microbiology and Immunology Department, Faculty of Medicine, Al Azhar University (Girls) Cairo, Cairo, 11754, Egypt; Department of Medical Oncology, National Cancer Institute, Cairo University, Al Giza, 12613, Egypt; Department of Medical Oncology, Faculty of Medicine, Al Azhar University, Cairo, 11651, Egypt; Department of Pharmaceutical Sciences, College of Pharmacy, Princess Nourah bint Abdulrahman University, P.O. Box 84428, Riyadh, 11671, Saudi Arabia; Department of Pharmacy Practice, University of Tabuk, Tabuk, 47512, Saudi Arabia","Pharmaceuticals","5","AC regimen; rs1045642; rs12248560; rs2228100; rs6907567; single-nucleotide polymorphism; SNP","False","Scopus","10.3390/ph18040539"
"Mastering the art of sectioning: a comprehensive guide to slide-microtome technology and histological applications","2025","Abd El-Aziz Y.M.; Sobh M.S.; Saad H.M.; Morsy M.H.E.; El-Haroun E.; Abass K.S.; Abdul Kari Z.; Mathew R.T.; Eissa M.E.H.; Eissa E.-S.H.","Department of Zoology, Faculty of Science, Port Said University, Port Said, Egypt; Pathology Department, Faculty of Veterinary Medicine, Zagazig University, Zagazig, Egypt; Pathology Department, Faculty of Veterinary Medicine, Matrouh University, Marsa Matruh, Egypt; Zoology Department, Faculty of Science, Arish University, Arish, Egypt; Department of Integrative Agriculture, College of Agriculture and Veterinary Medicine, United Arab Emirates University, Abu Dhabi, United Arab Emirates; Department of Physiology, Biochemistry, and Pharmacology, College of Veterinary Medicine, University of Kirkuk, Kirkuk, Iraq; Department of Agricultural Sciences, Faculty of Agro-Based Industry, Universiti Malaysia Kelantan, Jeli Campus, Jeli, Malaysia; Fish Resources Research Center, King Faisal University, Al Ahsa, Saudi Arabia; Biotechnology Department, Fish Farming and Technology Institute, Suez Canal University, Ismailia, Egypt; Fish Research Centre, Faculty of Environmental Agricultural Sciences, Arish University, El Arish, Egypt","Frontiers in Veterinary Science","10","artifacts; blades; microtome types; sectioning techniques; slides; tissue preparation","False","Scopus","10.3389/fvets.2025.1635706"
"Design, Synthesis, and Molecular Docking of Quinazolines Bearing Caffeoyl Moiety for Targeting of PGK1/PKM2/STAT3 Signaling Pathway in the Human Breast Cancer","2025","Borik R.M.; Hussein M.A.","Department of Physical Sciences, Chemistry Division, College of Science, Jazan University, P.O. Box. 114, Jazan, 45142, Saudi Arabia; Biotechnology Department, Faculty of Applied Health Science Technology, October 6 University, Giza, 28125, Egypt","Current Pharmaceutical Design","2","breast cancer; caffeic acid; molecular docking; PGK1 and PKM2 enzymes; Quinazolines; signaling pathway","False","Scopus","10.2174/0113816128337881241016064641"
"Müller muscle-Conjunctival Resection (MMCR) Surgery: A Comprehensive Literature Review","2025","Fatani D.R.; Kamal Y.F.; AlSulaiman H.M.","Oculoplastics & Orbit Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Ophthalmology Department, Ministry of National Guard Health Affairs, Jeddah, Saudi Arabia","European Journal of Ophthalmology","5","diseases of the ocular surface: lid inflammation affecting the ocular surface < CORNEA / EXTERNAL DISEASE; eyelid disease < OCULOPLASTIC EYELID /LACRIMAL DISEASE; eyelid disease: cosmetic eyelid and facial surgery < OCULOPLASTIC EYELID /LACRIMAL DISEASE; Eyelid disease: eyelid malpositions/Trichiasis/Ptosis < OCULOPLASTIC EYELID /LACRIMAL DISEASE; OCULOPLASTIC EYELID /LACRIMAL DISEASE","False","Scopus","10.1177/11206721241249505"
"Therapeutic efficacy of BSA formulated hydrogels in corneal wound healing and epithelial cell regeneration: an ex vivo study","2025","Samivel R.; Alanazi M.A.; Khan A.A.; Masmali A.M.; Alanazi S.A.; Almubrad T.; Akhtar S.","Cornea Research Chair, Department of Optometry, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; College of Applied Medical Sciences, Inaya Medical Sciences, Riyadh, Saudi Arabia","Scientific Reports","2","Bovine serum albumin; Corneal-sclera; Hydrogel; Organ culture; Retinoic acid; Riboflavin","False","Scopus","10.1038/s41598-025-04408-3"
"Comparing the Efficacy and Safety of Femtosecond Laser-Enabled Keratoplasty and Conventional Penetrating Keratoplasty: A Systematic Review and Meta-Analysis","2025","Baqalaqil D.; Alrayes R.S.; Khan A.A.; Albelowi A.; Alrehaili A.; Alasbool J.; Almansouri O.A.; Alabdulali R.H.; Alghanmi R.M.; Alqazlan Z.; Aalam W.A.","Ophthalmology Department, National Guard Hospital, Medina, Saudi Arabia; Faculty of Medicine, Taibah University, Medina, Saudi Arabia; Faculty of Medicine, King Abdulaziz University, Jeddah, Saudi Arabia; Ophthalmology Department King Salman Bin Abdulaziz Medical City, Medina, Saudi Arabia; Mansoura University, Mansoura, Egypt; Faculty of Medicine, University of Tabuk, Tabuk, Saudi Arabia; Faculty of Medicine, Alfaisal University, Riyadh, Saudi Arabia; Department of Ophthalmology, ar Rass General Hospital, Ar Rass, Saudi Arabia; Department of Surgery, College of Medicine, University of Jeddah, Jeddah, Saudi Arabia","Clinical Ophthalmology","0","BCVA; complications; CPK; FLKP; postoperative astigmatism; UCVA","False","Scopus","10.2147/OPTH.S538399"
"Predictors for postpenetrating keratoplasty astigmatism: A retrospective cohort study","2025","Al Saad M.; Shehadeh A.; Alryalat S.A.; Khawaldeh T.; Shaqqour R.; Al-Ani R.; Alqhaiwi S.B.; Shehadeh A.; Wahbeh L.; Alrawashdeh H.M.","Department of Special Surgery, Ophthalmology Division, School of Medicine, The University of Jordan, Jordan; Department of Ophthalmology, Rotherham NHS Foundation Trust, Rotherham, United Kingdom; Department of Radiology, Jordan University Hospital, Jordan; Department of Otorhinolaryngology, Jordan University Hospital, Jordan; Department of Radiation Oncology, King Hussein Cancer Center, Jordan; Department of Ophthalmology, National University Hospital, Singapore","Saudi Journal of Ophthalmology","0","Penetrating keratoplasty; predicting factors; significant astigmatism","False","Scopus","10.4103/sjopt.sjopt_88_22"
"Photobiota of the Tropical Red Sea: Fatty Acid Profile Analysis and Nutritional Quality Assessments","2025","Gozai-Alghamdi S.A.; Aljbour S.M.; Amin S.A.; Agustí S.","Biological and Environmental Science and Engineering Division (BESE), Marine Science Program, King Abdullah University of Science and Technology (KAUST), Thuwal, 23955-6900, Saudi Arabia; Department of Biological Sciences, Faculty of Science, University of Jeddah (UJ), Jeddah, 21959, Saudi Arabia; Department of Allied Medical Sciences, Zarqa University College, Al-Balqa Applied University (BAU), Al-Salt 19117, Jordan; Department of Biotechnology, College of Science, Taif University, Taif, 21944, Saudi Arabia","Molecules","2","corals; cyanobacteria; eukaryotic microalgae; fatty acids; jellyfish; macroalgae; mangrove; omega-3; polyunsaturated fatty acids; Red Sea","False","Scopus","10.3390/molecules30030621"
"A modified technique of compression sutures combined with intracameral sulfur hexafluoride (SF6) for acute corneal hydrops","2025","Kirat O.; Naaman N.K.; Alsadoon A.; Bin Helayel H.; Fairaq R.","Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; College of Medicine, King Saud bin Abdulaziz University for Health Sciences, Jeddah, Saudi Arabia; King Abdullah International Medical Research Center, Jeddah, Saudi Arabia; Department of Ophthalmology, Ministry of National Guard - Health Affairs, Jeddah, Saudi Arabia; Fellowship and Residency Training Program, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia","AJO International","0","Corneal ectasia; Corneal hydrops; Gas tamponade; Keratoconus","False","Scopus","10.1016/j.ajoint.2025.100140"
"Corneal higher order aberrations in beta-thalassemia major","2025","Firdous M.; Umer M.F.; Chandran S.P.","School of Nursing and Applied Science, Lincoln University College, Selangor, Malaysia; Department of Preventive Dental Sciences, College of Dentistry, AlAhsa, Hofuf, Saudi Arabia; Faculty of Medicine, Lincoln University College, Selangor, Malaysia","OphthaTherapy. Therapies in Ophthalmology","0","beta-thalassemia major; corneal higher order aberrations; hemoglobin; iron chelation therapy","False","Scopus","10.24292/01.OT.110625"
"Visual and Anatomical Outcomes of Microbial Keratitis-Induced Endophthalmitis","2025","Abouammoh M.A.; Younis A.S.; Alsulaiman S.M.; Nazer R.; Al-Salem R.; AlBloushi A.F.; Almousa A.N.; AlBalawi E.D.; Arévalo J.F.","Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, Saudi Arabia; Department of Family and Community Medicine, College of Medicine, King Saud University, Riyadh, Saudi Arabia; Vitreoretinal Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Surgery, College of Medicine, Princess Nourah Bint Abdulrahman University, Riyadh, Saudi Arabia; Retina Division, Wilmer Eye Institute, Johns Hopkins University School of Medicine, Baltimore, MD, United States","Ocular Immunology and Inflammation","0","Endophthalmitis; management; microbial keratitis; microbiology; outcomes","False","Scopus","10.1080/09273948.2025.2584588"
"An effectiveness of machine learning models for estimate the financial cost of assistive services to disability care in the Kingdom of Saudi Arabia","2025","Algahtani O.; Almazah M.M.A.; Alshormani F.","Department of Mathematics, College of Sciences, King Saud University, Riyadh, 11451, Saudi Arabia; Department of Mathematics, College of Sciences and Arts (Muhyil), King Khalid University, Muhyil, 61421, Saudi Arabia; Department of Mathematics College of Science, King Saud University, P. O. Box 2455, Riyadh, 11451, Saudi Arabia; King Salman Center for Disability Research, Riyadh, 11614, Saudi Arabia","Scientific Reports","2","Assistive services; Disability care; Financial cost; Machine learning; Pelican optimization algorithm; Saudi Arabia","False","Scopus","10.1038/s41598-025-93878-6"
"Optometry practice in Saudi Arabia: Optometrists’ current status and future perspectives","2025","Alghamdi W.M.","Department of Optometry, College of Applied Medical Sciences, Qassim University, Buraidah, Saudi Arabia","African Vision and Eye Health","0","optometry; primary eye care; public health; refractive errors; Saudi Arabia","False","Scopus","10.4102/aveh.v84i1.992"
"A Hybrid Eye Disease and Unsupervised Cell Detection Using Optimized Mobile-Hypertensive Retinopathy Architecture and Machine Learning","2025","Govindaraj R.; Sheema S.K.; Reddy B.S.; Khresat O.; Muralikrishna C.; Subashree A.","Saveetha School of Engineering, Department of Electronics and Communication Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, India; QIS College of Engineering and Technology, Department of CSE, AndhraPradesh, India; Accounting Zarqa University, Faculty of Economics and Administrative Sciences, Zarqa, 13110, Jordan; University of Business and Technology, Jeddah, 21448, Saudi Arabia; MLR Institute of Technology, Department of Mechanical Engineering, Telangana, Hyderabad, India; Saveetha School of Law, SIMATS, Department of Humanities and Social Sciences, Chennai, India","Proceedings of 2025 10th International Conference on Science Technology, Engineering and Mathematics, ICONSTEM 2025","0","American Academy of Sleep Medicine (AASM); Circular Hough Transform (CHT) and Machine Learning; Support Vector Machine (SVM)","False","Scopus","10.1109/ICONSTEM65670.2025.11374748"
"Multi-omics analysis reveals PIAS family gene dysregulation as a driver of head and neck squamous cell carcinoma (HNSC) progression and therapeutic vulnerability","2025","Hussain M.; Ishfaq M.; Hameed S.A.; Abbas A.S.; Bhanbhro M.U.R.; Ain Q.U.; Abdel-Maksoud M.A.; Alamri A.; Almutairi S.; Almanaa T.N.; Ayaz M.M.; Hameed Y.","Department of Anatomy, Peoples University of Medical & Health Sciences Nawabshah, Nawabshah, Pakistan; Integerated Disease Survillence and Response System (IDSRS), National Institute of Health (NIH), Chak Shahzad, Islamabad, Pakistan; Department of Biological and Environmental Sciences, Emerson University, Multan, Pakistan; University of Education, Bank Road Campus, Lahore, Pakistan; Anatomy Department, Gambat Medical College, Gambat, Pakistan; Research Chair of Biomedical Applications of Nanomaterials, Biochemistry Department, College of Science, King Saud University, Riyadh, Saudi Arabia; Botany and Microbiology Department, College of Science, King Saud University, Riyadh, Saudi Arabia; Department of Parasitology, Cholistan University of Veterinary and Animal Sciences Bahawalpur Pakistan, Bahawalpur, Pakistan; Department of Biochemistry and Biotechnology, The Islamia University of Bahawalpur, Bahawalpur, Pakistan; Department of Applied Biological Sciences, Tokyo University of Science, Tokyo, Japan","Discover Oncology","2","Diagnosis; HNSC; PIAS family genes; Prognosis; Treatment","False","Scopus","10.1007/s12672-025-04100-y"
"Therapeutic potential of Phoenix dactylifera pulp and seed extracts in mitigating oxidative stress and organ dysfunction in testosterone-induced polycystic ovary syndrome","2025","Sana M.; Arshad M.; Siddique F.; Muhammad Irfan H.; Asim M.H.; Khalid W.; Mugabi R.; Alsulami T.; Nayik G.A.","Department of Zoology, University of Sargodha, Sargodha, 40100, Pakistan; Institute of Food Science and Nutrition, University of Sargodha, Sargodha, 40100, Pakistan; College of Pharmacy, University of Sargodha, Sargodha, 40100, Pakistan; Department of Organic Chemistry, Faculty of Chemical Sciences and Technologies, University of Castilla La Mancha, Ciudad Real, 13071, Spain; University Institute of Food Science and Technology, The University of Lahore, Lahore, Pakistan; Department of Food Technology and Nutrition, Makerere University, Kampala, Uganda; Department of Food Science and Nutrition, College of Food and Agricultural Sciences, King Saud University, Riyadh, 11421, Saudi Arabia; Marwadi University Research Centre, Department of Microbiology, Marwadi University, Gujarat, Rajkot, 360003, India","Journal of Functional Foods","1","Ajwa dates; Kidney damage; Liver damage; Oxidative stress; Polycystic ovary syndrome","False","Scopus","10.1016/j.jff.2025.106743"
"Conventional Versus Transepithelial Photorefractive Keratectomy: A Review of Clinical Outcomes","2025","Aalam W.","Department of Surgery, Faculty of Medicine, University of Jeddah, Jeddah, Saudi Arabia","Open Ophthalmology Journal","0","Artificial intelligence; Complications; Contraindications; Photorefractive keratectomy; Transepithelial photorefractive keratectomy; Treatment","False","Scopus","10.2174/0118743641442674251009095047"
