title,year,authors,affiliations,journal,citations,keywords,affiliation_missing,source,doi,kc_relevant,author_keywords,index_keywords,all_keywords
Normative Values for Corneal Tomography and Comparison of Both Eyes in Young Saudi Males with 20/20 Vision Using Pentacam-HR Scheimpflug Imaging,2022,"Alshehri O, Abdelaal AM, Abudawood G, Khan MA, Alsharif S, Hijazi H, AlQassimi A.",,Clin Ophthalmol,0,,True,PubMed,10.2147/OPTH.S376411,True,corneal tomography; corneal topography; normative values; pentacam; Saudi Arabia,adult; anterior eye chamber depth; Article; astigmatism; cornea curvature; cornea thickness; corneal diameter; human; keratometry; major clinical study; male; retrospective study; Saudi; tomography; visual acuity; visual system examination; visual system function,corneal tomography; corneal topography; normative values; pentacam; saudi arabia; adult; anterior eye chamber depth; article; astigmatism; cornea curvature; cornea thickness; corneal diameter; human; keratometry; major clinical study; male; retrospective study; saudi; tomography; visual acuity; visual system examination; visual system function
Accuracy of intraocular lens power calculation for cataract surgery after deep anterior lamellar keratoplasty,2022,Pellegrini M.; Furiosi L.; Salgari N.; D'Angelo S.; Zauli G.; Yu A.C.; Busin M.,"Department of Translational Medicine, University of Ferrara, Ferrara, Italy; Department of Ophthalmology, Ospedali Privati Forlì “Villa Igea”, Forlì, Italy; Istituto Internazionale per la Ricerca e Formazione in Oftalmologia (IRFO), Forlì, Italy; Department of Neuroscience and Rehabilitation, University of Ferrara, Ferrara, Italy; Research Department, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",Clinical and Experimental Ophthalmology,9,cataract surgery; deep anterior lamellar keratoplasty; intraocular lens power; keratoplasty,False,Scopus,10.1111/ceo.14026,True,cataract surgery; deep anterior lamellar keratoplasty; intraocular lens power; keratoplasty,"Axial Length, Eye; Biometry; Cataract; Corneal Transplantation; Humans; Lens Implantation, Intraocular; Lenses, Intraocular; Optics and Photonics; Phacoemulsification; Refraction, Ocular; Retrospective Studies; adult; Article; Barrett Universal II formula; cataract extraction; controlled study; cornea disease; deep anterior lamellar keratoplasty; diagnostic accuracy; diagnostic test accuracy study; Emmetropia Verifying Optical formula; eye refraction; female; Friedman test; Haigis formula; Hoffer Q formula; Hoffer QST formula; Holladay 1 formula; Holladay II formula; human; intermethod comparison; intraocular lens power formula; Italy; Kane and SRK T formula; keratoplasty; major clinical study; male; myopia; phacoemulsification; postoperative period; prediction error; retrospective study; spherical equivalent; visual system examination; visual system parameters; biometry; cataract; complication; cornea transplantation; eye axis length; lens implant; lens implantation; optics; phacoemulsification","cataract surgery; deep anterior lamellar keratoplasty; intraocular lens power; keratoplasty; axial length, eye; biometry; cataract; corneal transplantation; humans; lens implantation, intraocular; lenses, intraocular; optics and photonics; phacoemulsification; refraction, ocular; retrospective studies; adult; article; barrett universal ii formula; cataract extraction; controlled study; cornea disease; diagnostic accuracy; diagnostic test accuracy study; emmetropia verifying optical formula; eye refraction; female; friedman test; haigis formula; hoffer q formula; hoffer qst formula; holladay 1 formula; holladay ii formula; human; intermethod comparison; intraocular lens power formula; italy; kane and srk t formula; major clinical study; male; myopia; postoperative period; prediction error; retrospective study; spherical equivalent; visual system examination; visual system parameters; complication; cornea transplantation; eye axis length; lens implant; lens implantation; optics"
Combined corneal wavefront-guided transepithelial photorefractive keratectomy and accelerated corneal collagen cross-linking following intracorneal ring segment implantation in management of moderate keratoconus,2022,"Bakhsh AM, Elwan SAM, El-Atris TM, Al-Salowle AM, Alsamnan MS.",,Saudi J Ophthalmol,0,,True,PubMed,10.4103/sjopt.sjopt_26_20,True,Corneal collagen cross-linking; Corrected distance visual acuity; Higher-order aberrations; Intracorneal ring segment implantation; Keratoconus; Transepithelial photorefractive keratectomy; Uncorrected distance visual acuity,,corneal collagen cross-linking; corrected distance visual acuity; higher-order aberrations; intracorneal ring segment implantation; keratoconus; transepithelial photorefractive keratectomy; uncorrected distance visual acuity
A need to maximize updates on detecting keratoconus,2022,Al-Swailem SA.,,Saudi J Ophthalmol,0,,True,PubMed,10.4103/sjopt.sjopt_100_22,True,,cytokine; artificial intelligence; biomechanics; Brillouin optical microscopy; cornea transplantation; corneal thickness; editor; Editorial; human; keratoconus; keratometry; microscopy; point of care testing; protein blood level; refractive surgery; scientific literature,cytokine; artificial intelligence; biomechanics; brillouin optical microscopy; cornea transplantation; corneal thickness; editor; editorial; human; keratoconus; keratometry; microscopy; point of care testing; protein blood level; refractive surgery; scientific literature
In Vivo Biomechanical Changes Associated With Keratoconus Progression,2022,Padmanabhan P.; Lopes B.T.; Eliasy A.; Abass A.; Elsheikh A.,"Department of Cornea and Refractive Surgery, Sankara Nethralaya, Chennai, India; School of Engineering, University of Liverpool, Liverpool, United Kingdom; Department of Ophthalmology, Federal University of São Paulo, São Paulo, Brazil; Department of Production Engineering and Mechanical Design, Faculty of Engineering, Port Said University, Port Fuad, Egypt; Beijing Advanced Innovation Center for Biomedical Engineering, Beihang University, Beijing, China; Moorfields Eye Hospital NHS Foundation Trust and UCL Institute of Ophthalmology, National Institute for Health Research (NIHR) Biomedical Research Centre for Ophthalmology, London, United Kingdom",Current Eye Research,21,Biomechanical; deterioration; keratoconus; progression; SSI,False,Scopus,10.1080/02713683.2022.2058020,True,Biomechanical; deterioration; keratoconus; progression; SSI,Biomechanical Phenomena; Cornea; Corneal Topography; Elasticity; Humans; Keratoconus; Tomography; Article; biomechanics; clinical article; controlled study; cornea; cornea curvature; cornea thickness; corneal collagen crosslinking; corrected distance visual acuity; disease association; disease exacerbation; follow up; human; in vivo study; keratoconus; ophthalmoscopy; preoperative evaluation; rigidity; slit lamp microscopy; biomechanics; elasticity; keratoconus; keratometry; procedures; surgery; tomography,biomechanical; deterioration; keratoconus; progression; ssi; biomechanical phenomena; cornea; corneal topography; elasticity; humans; tomography; article; biomechanics; clinical article; controlled study; cornea curvature; cornea thickness; corneal collagen crosslinking; corrected distance visual acuity; disease association; disease exacerbation; follow up; human; in vivo study; ophthalmoscopy; preoperative evaluation; rigidity; slit lamp microscopy; keratometry; procedures; surgery
Demographic and clinical variations of keratoconus in Saudi population,2022,"Al Qahtani NA, Abahussin MO, Assiri AA.",,Saudi J Ophthalmol,0,,True,PubMed,10.4103/sjopt.sjopt_43_20,True,Demography; Geography; Keratoconus,,demography; geography; keratoconus
Macular phototoxicity after corneal crosslinking,2022,Alfayyadh M.A.; AlAbdulhadi H.A.; Ahad M.A.,"Ophthalmology Department, Prince Mutaib bin Abdulaziz Hospital, Aljouf, Skaka, Saudi Arabia; Cornea and Anterior Segment Division, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",JCRS Online Case Reports,1,,False,Scopus,10.1097/j.jcro.0000000000000078,True,,riboflavin; adult; Article; case report; cataract extraction; clinical article; clinical feature; corneal collagen crosslinking; fluorescence angiography; follow up; human; interferometry; macular phototoxicity; male; middle aged; ophthalmoscopy; optical coherence tomography; phototoxicity; retinal pigment epithelium; slit lamp microscopy; spectral domain optical coherence tomography; visual acuity,riboflavin; adult; article; case report; cataract extraction; clinical article; clinical feature; corneal collagen crosslinking; fluorescence angiography; follow up; human; interferometry; macular phototoxicity; male; middle aged; ophthalmoscopy; optical coherence tomography; phototoxicity; retinal pigment epithelium; slit lamp microscopy; spectral domain optical coherence tomography; visual acuity
Infectious Keratitis in Corneal Graft following Astigmatic Keratotomy: A Case Report and Literature Review,2022,Alkharashi M.; Otaif W.; Al-Essa R.S.,"Department of Ophthalmology, College of Medicine, King Saud University, Riyadh, Saudi Arabia; Department of Ophthalmology, King Khalid University, Abha, Saudi Arabia",Case Reports in Ophthalmology,1,Astigmatic keratotomy; Case report; Femtosecond; Infectious keratitis; Penetrating keratoplasty,False,Scopus,10.1159/000527013,True,Astigmatic keratotomy; Case report; Femtosecond; Infectious keratitis; Penetrating keratoplasty,cefazolin; ceftazidime; moxifloxacin; prednisolone acetate; adult; anterior eye chamber; Article; astigmatism; best corrected visual acuity; case report; clinical article; cornea edema; cornea transplantation; corneal endotheliitis; corneal scraping; drug dose reduction; emergency ward; epiphora; eye redness; human; human tissue; keratoconus; laser assisted astigmatic keratotomy; laser refractive surgery; male; medical history; patient compliance; patient history of surgery; penetrating keratoplasty; photophobia; postoperative care; prescription; scar formation; slit lamp microscopy; treatment duration; visual acuity,astigmatic keratotomy; case report; femtosecond; infectious keratitis; penetrating keratoplasty; cefazolin; ceftazidime; moxifloxacin; prednisolone acetate; adult; anterior eye chamber; article; astigmatism; best corrected visual acuity; clinical article; cornea edema; cornea transplantation; corneal endotheliitis; corneal scraping; drug dose reduction; emergency ward; epiphora; eye redness; human; human tissue; keratoconus; laser assisted astigmatic keratotomy; laser refractive surgery; male; medical history; patient compliance; patient history of surgery; photophobia; postoperative care; prescription; scar formation; slit lamp microscopy; treatment duration; visual acuity
10-year experience with lamellar keratoplasty for the surgical Management of Paediatric Corneal Diseases,2022,Pellegrini M.; Salgari N.; D'Angelo S.; Caruso L.; Franco E.; Bovone C.; Spena R.; Zauli G.; Busin M.; Yu A.C.,"Department of Translational Medicine, University of Ferrara, Ferrara, Italy; Department of Ophthalmology, Ospedali Privati Forlì “Villa Igea”, Forlì, Italy; Istituto Internazionale per la Ricerca e Formazione in Oftalmologia, Forlì, Italy; Department of Neuroscience and Rehabilitation, University of Ferrara, Ferrara, Italy; Research Department, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia",Acta Ophthalmologica,3,,False,Scopus,10.1111/aos.15199,True,,"Child; Corneal Diseases; Corneal Transplantation; Descemet Stripping Endothelial Keratoplasty; Endothelium, Corneal; Graft Survival; Humans; Keratoplasty, Penetrating; Retrospective Studies; Treatment Outcome; Visual Acuity; dexamethasone; fluorometholone; netilmicin; steroid; Article; bacterial keratitis; best corrected visual acuity; best spectacle corrected visual acuity; cataract; child; congenital hereditary endothelial dystrophy; cornea disease; corneal scarring; deep anterior lamellar keratoplasty; Descemet stripping endothelial keratoplasty; dry eye; graft failure; graft rejection; herpes simplex keratitis; herpetic corneal scarring; human; intraocular hypertension; keratoconus; keratoplasty; lamellar keratoplasty; major clinical study; mushroom penetrating keratoplasty; overall survival; penetrating keratoplasty; retina detachment; retransplantation; surgical technique; toxic epidermal necrolysis; vernal conjunctivitis; wound dehiscence; cornea endothelium; cornea transplantation; Descemet stripping endothelial keratoplasty; graft survival; pathology; procedures; retrospective study; treatment outcome; visual acuity","child; corneal diseases; corneal transplantation; descemet stripping endothelial keratoplasty; endothelium, corneal; graft survival; humans; keratoplasty, penetrating; retrospective studies; treatment outcome; visual acuity; dexamethasone; fluorometholone; netilmicin; steroid; article; bacterial keratitis; best corrected visual acuity; best spectacle corrected visual acuity; cataract; congenital hereditary endothelial dystrophy; cornea disease; corneal scarring; deep anterior lamellar keratoplasty; dry eye; graft failure; graft rejection; herpes simplex keratitis; herpetic corneal scarring; human; intraocular hypertension; keratoconus; keratoplasty; lamellar keratoplasty; major clinical study; mushroom penetrating keratoplasty; overall survival; penetrating keratoplasty; retina detachment; retransplantation; surgical technique; toxic epidermal necrolysis; vernal conjunctivitis; wound dehiscence; cornea endothelium; cornea transplantation; pathology; procedures; retrospective study"
Accelerated versus conventional corneal collagen crosslinking: Short-term clinical outcomes in stabilizing keratoconus,2022,"Aldairi W, AlQahtani R, Alzaid S, Mousa A, Khandekar R, Al-Swailem SA.",,Saudi J Ophthalmol,0,,True,PubMed,10.4103/sjopt.sjopt_49_22,True,Corneal collagen crosslinking; Keratoconus; Maximum keratometry; Riboflavin,,corneal collagen crosslinking; keratoconus; maximum keratometry; riboflavin
Translocation of pro-apoptotic proteins through basements membrane and hemidesmosome in the corneal epithelium of the keratoconus subjects,2022,Samivel R.; Alanazi S.A.; Almahuby I.S.; Khan A.A.; Kirat O.; Almutleb E.S.; Masmali A.M.,"Cornea Research Chair, Department of Optics and Vision Science, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Optics and Vision Science, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Ophthalmology, King Khalid Eye Specialist Hospital, Riyadh, Saudi Arabia",Journal of King Saud University - Science,1,Basement's membrane; Corneal epithelial basal cells; Hemidesmosomes; Human corneas; Kerotoconus; Pro-apoptosis,False,Scopus,10.1016/j.jksus.2022.102328,True,Basement's membrane; Corneal epithelial basal cells; Hemidesmosomes; Human corneas; Kerotoconus; Pro-apoptosis,,basement's membrane; corneal epithelial basal cells; hemidesmosomes; human corneas; kerotoconus; pro-apoptosis
Medium-term clinical outcomes of deep anterior lamellar keratoplasty versus penetrating keratoplasty for macular corneal dystrophy,2021,Alaraj A.; Alameer A.; Al-Swailem S.,"Anterior Segment Division, Department of Ophthalmology, King Khaled Eye Specialist Hospital, Riyadh, Saudi Arabia; Department of Ophthalmology, College of Medicine, Qassim University, Qassim, Saudi Arabia; Ophthalmology Division, Surgery Department, King Abdullah bin Abdulaziz University Hospital, Riyadh, Saudi Arabia",Clinical Ophthalmology,7,Keratoplasty; Lamellar keratoplasty; Macular corneal dystrophy; Penetrating keratoplasty,False,Scopus,10.2147/OPTH.S317971,True,Keratoplasty; Lamellar keratoplasty; Macular corneal dystrophy; Penetrating keratoplasty,,keratoplasty; lamellar keratoplasty; macular corneal dystrophy; penetrating keratoplasty
RETRACTED: Corneal Biomechanics Computational Analysis for Keratoconus Diagnosis,2021,Alazzam M.B.; Alghamdi A.S.; Alshamrani S.S.,"Faculty of Computer Science and Informatics, Amman Arab University, Jordan; Department of Computer Engineering, Collage of Computers and Information Technology, Taif University, P.O.Box 11099, Taif, 21944, Saudi Arabia; Department of Information Technology, College of Computer and Information Technology, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia",Computational and Mathematical Methods in Medicine,9,,False,Scopus,10.1155/2021/6126503,True,,Biomechanics; Data handling; Graphic methods; Learning systems; 2-D histograms; Biomechanical characteristics; Computational analysis; Corneal biomechanics; Image segments; Machine learning techniques; Model representation; Neural-networks; Pachymetry; Significance levels; Article; artificial neural network; biomechanics; computer analysis; controlled study; corneal pachymetry; deep learning; diagnostic accuracy; diagnostic test accuracy study; Europe; histogram; human; image segmentation; Iraq; keratoconus; machine learning; major clinical study; oculoplethysmography; scoring system; sensitivity and specificity; Deep learning,biomechanics; data handling; graphic methods; learning systems; 2-d histograms; biomechanical characteristics; computational analysis; corneal biomechanics; image segments; machine learning techniques; model representation; neural-networks; pachymetry; significance levels; article; artificial neural network; computer analysis; controlled study; corneal pachymetry; deep learning; diagnostic accuracy; diagnostic test accuracy study; europe; histogram; human; image segmentation; iraq; keratoconus; machine learning; major clinical study; oculoplethysmography; scoring system; sensitivity and specificity
Use of biomaterials in corneal endothelial repair,2021,Hussain N.A.; Figueiredo F.C.; Connon C.J.,"University of Jeddah, Jeddah, Saudi Arabia; Biosciences Institute, Faculty of Medical Sciences, Newcastle University, Newcastle upon Tyne, United Kingdom; Biosciences Institute, Faculty of Medical Sciences, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Biosciences Institute, Faculty of Medical Sciences, Newcastle University, Newcastle upon Tyne, United Kingdom; Department of Ophthalmology, Royal Victoria Infirmary, Newcastle upon Tyne Hospitals NHS Foundation Trust, Newcastle upon Tyne, United Kingdom",Therapeutic Advances in Ophthalmology,15,biomaterials; cornea; corneal transplantation; Descemet’s membrane (DM); human corneal endothelial cells (HCECs); scaffold; tissue engineering,False,Scopus,10.1177/25158414211058249,True,biomaterials; cornea; corneal transplantation; Descemet’s membrane (DM); human corneal endothelial cells (HCECs); scaffold; tissue engineering,,biomaterials; cornea; corneal transplantation; descemet’s membrane (dm); human corneal endothelial cells (hcecs); scaffold; tissue engineering
Phakic intraocular lens in keratoconus,2021,Eldanasoury A.; Tolees S.; Bains H.S.,"Department of Ophthalmology, Magrabi Hospital, Jeddah, Saudi Arabia; Sight By Design, Edmonton, AB, Canada",New Frontiers for the Treatment of Keratoconus,0,Corneal ectasia; Implantable collamer lens; Keratoconus; Phakic intraocular lenses,False,Scopus,10.1007/978-3-030-66143-4_7,True,Corneal ectasia; Implantable collamer lens; Keratoconus; Phakic intraocular lenses,,corneal ectasia; implantable collamer lens; keratoconus; phakic intraocular lenses
Late-onset spontaneous Descemet's membrane detachment post penetrating keratoplasty in a patient with congenital glaucoma,2020,Al-Shabeeb R.; Almadhi N.; Kirat O.,"Department of Ophthalmology, Anterior Segment Division, King Khalid Eye Specialist Hospital, Riyadh, Saudi Arabia",Saudi Journal of Ophthalmology,1,congenital glaucoma; Descemet's Membrane Detachment; penetrating keratoplasty,False,Scopus,10.4103/1319-4534.310417,True,congenital glaucoma; Descemet's Membrane Detachment; penetrating keratoplasty,antiglaucoma agent; adult; Article; case report; clinical article; congenital glaucoma; cornea edema; cornea thickness; Descemet membrane; descemet membrane detachment; eye injury; female; human; imaging; intraocular pressure; late onset disorder; optical coherence tomography; penetrating keratoplasty; phacoemulsification; postoperative complication; priority journal; slit lamp microscopy; technology; vision; visual acuity,congenital glaucoma; descemet's membrane detachment; penetrating keratoplasty; antiglaucoma agent; adult; article; case report; clinical article; cornea edema; cornea thickness; descemet membrane; descemet membrane detachment; eye injury; female; human; imaging; intraocular pressure; late onset disorder; optical coherence tomography; phacoemulsification; postoperative complication; priority journal; slit lamp microscopy; technology; vision; visual acuity
Incidence and quantification of corneal haze by Pentacam Scheimpflug densitometry following photorefractive keratectomy for myopia in virgin and post corneal transplant eyes with dark irides,2020,Khattak A.; An-Nakhli F.,"Dhahran Eyes Specialist Hospital, Eastern Province, Saudi Arabia",Saudi Journal of Ophthalmology,9,Corneal haze; corneal transplant; myopia; photorefractive keratectomy; scheimpflug system,False,Scopus,10.4103/1319-4534.301295,True,Corneal haze; corneal transplant; myopia; photorefractive keratectomy; scheimpflug system,,corneal haze; corneal transplant; myopia; photorefractive keratectomy; scheimpflug system
Changes in Corneal Wound Healing and Graft Biomechanics after Primary Penetrating Keratoplasty Versus Repeat Penetrating Keratoplasty,2019,Abdelkader A.,"Department of Ophthalmology, Faculty of Medicine, Aseer, Saudi Arabia; Department of Ophthalmology, Al-Azhar University, Cairo, Egypt",Cornea,1,confocal microscopy; corneal hysteresis; corneal resistance factor; ORA; repeat penetrating keratoplasty; wound healing,False,Scopus,10.1097/ICO.0000000000001928,True,confocal microscopy; corneal hysteresis; corneal resistance factor; ORA; repeat penetrating keratoplasty; wound healing,"Adolescent; Adult; Biomechanical Phenomena; Cornea; Corneal Diseases; Elasticity; Female; Humans; Keratoplasty, Penetrating; Male; Microscopy, Confocal; Middle Aged; Reoperation; Retrospective Studies; Wound Healing; Young Adult; adult; Article; biomechanics; clinical article; comparative study; confocal microscopy; controlled study; cornea cell; cornea injury; corneal hysteresis; female; human; keratopathy; lattice corneal dystrophy; male; penetrating keratoplasty; priority journal; reoperation; retrospective study; wound healing; adolescent; biomechanics; cornea; cornea disease; elasticity; middle aged; pathophysiology; penetrating keratoplasty; physiology; wound healing; young adult","confocal microscopy; corneal hysteresis; corneal resistance factor; ora; repeat penetrating keratoplasty; wound healing; adolescent; adult; biomechanical phenomena; cornea; corneal diseases; elasticity; female; humans; keratoplasty, penetrating; male; microscopy, confocal; middle aged; reoperation; retrospective studies; young adult; article; biomechanics; clinical article; comparative study; controlled study; cornea cell; cornea injury; human; keratopathy; lattice corneal dystrophy; penetrating keratoplasty; priority journal; retrospective study; cornea disease; pathophysiology; physiology"
Comparison of manual and femtosecond laser arcuate keratotomy procedures for the correction of post-keratoplasty astigmatism,2019,"Al-Qurashi M, Al Sabaani N, Al Malki S.",,Saudi J Ophthalmol,0,,True,PubMed,10.1016/j.sjopt.2018.11.001,True,,adult; Article; astigmatism; corrected distance visual acuity; female; follow up; human; keratometry; keratoplasty; keratotomy; laser surgery; major clinical study; male; manual arcuate keratotomy; medical device complication; outcome assessment; perforation; postoperative complication; priority journal,adult; article; astigmatism; corrected distance visual acuity; female; follow up; human; keratometry; keratoplasty; keratotomy; laser surgery; major clinical study; male; manual arcuate keratotomy; medical device complication; outcome assessment; perforation; postoperative complication; priority journal
Five-year endothelial cell count post penetrating keratoplasty using internationally-transported corneal donor tissue,2019,Khattak A.; anNakhli F.,"Dhahran Eyes Specialist Hospital, Dhahran, Eastern Province, P.O. Box: 39455, Zip: 31942, Saudi Arabia",Saudi Journal of Ophthalmology,1,Corneal endothelial cell loss; Corneal endothelial pleomorphism; Corneal endothelial polymegathism; Penetrating keratoplasty,False,Scopus,10.1016/j.sjopt.2018.10.005,True,Corneal endothelial cell loss; Corneal endothelial pleomorphism; Corneal endothelial polymegathism; Penetrating keratoplasty,immunosuppressive agent; adult; Article; bacterial keratitis; capsule opacification; cell count; cell density; clinical article; clinical outcome; controlled study; cornea donor; cornea endothelium; corneal endothelial cell loss; endothelium cell; female; follow up; graft rejection; graft survival; human; human tissue; immunosuppressive treatment; keratoconjunctivitis; keratoconus; keratotomy; laser surgery; macular degeneration; male; medical record review; middle aged; penetrating keratoplasty; postoperative complication; priority journal; recurrent disease; retrospective study; tissue preservation; viral conjunctivitis; virus keratitis,corneal endothelial cell loss; corneal endothelial pleomorphism; corneal endothelial polymegathism; penetrating keratoplasty; immunosuppressive agent; adult; article; bacterial keratitis; capsule opacification; cell count; cell density; clinical article; clinical outcome; controlled study; cornea donor; cornea endothelium; endothelium cell; female; follow up; graft rejection; graft survival; human; human tissue; immunosuppressive treatment; keratoconjunctivitis; keratoconus; keratotomy; laser surgery; macular degeneration; male; medical record review; middle aged; postoperative complication; priority journal; recurrent disease; retrospective study; tissue preservation; viral conjunctivitis; virus keratitis
Evaluation of clinical effectiveness of intrastromal corneal ring segments among keratoconus patients; [角膜基质环植入术治疗圆锥角膜的临床疗效],2018,Alghamdi A.,"Faculty of Medicine, Department of Ophthalmology, Ophthalmology Unit, Taif University, Taif, 21974, Saudi Arabia",International Eye Science,0,Femtosecond tunnels; Intrastromal corneal ring segments; Keraring implantation; Keratoconus; Mechanical tunnels,False,Scopus,10.3980/j.issn.1672-5123.2018.8.02,True,Femtosecond tunnels; Intrastromal corneal ring segments; Keraring implantation; Keratoconus; Mechanical tunnels,adolescent; adult; Article; clinical effectiveness; clinical evaluation; eye examination; female; follow up; human; intervention study; keratoconus; major clinical study; male; postoperative period; retrospective study; uncorrected visual acuity; visual acuity,femtosecond tunnels; intrastromal corneal ring segments; keraring implantation; keratoconus; mechanical tunnels; adolescent; adult; article; clinical effectiveness; clinical evaluation; eye examination; female; follow up; human; intervention study; major clinical study; male; postoperative period; retrospective study; uncorrected visual acuity; visual acuity
Implantable collamer lens for the correction of post-keratoplasty myopia and astigmatism; [后房型人工晶状体植入用于角膜移植术后近视和散光的矫正],2018,Alsabaani N.A.; Abubaker A.; Almalki S.,"Department of Ophthalmology, College of Medicine, King Khalid University, Abha, 61421, Saudi Arabia; Department of Ophthalmology, King Khalid Hospital, Najran, 55461, Saudi Arabia; King Khalid Eye Specialist Hospital, Riyadh, 11462, Saudi Arabia",International Eye Science,3,Astigmatism; Myopia; Post-keratoplasty; ]implantable collamer lens,False,Scopus,10.3980/j.issn.1672-5123.2018.6.01,True,Astigmatism; Myopia; Post-keratoplasty; ]implantable collamer lens,cycloplegic agent; levofloxacin; local anesthetic agent; steroid; vasodilator agent; adult; Article; astigmatism; clinical article; clinical outcome; controlled study; corrected distance visual acuity; female; general condition improvement; human; iridotomy; keratoplasty; laser surgery; lens implantation; male; myopia; patient safety; postoperative care; preoperative care; retrospective study; treatment contraindication; treatment duration,astigmatism; myopia; post-keratoplasty; ]implantable collamer lens; cycloplegic agent; levofloxacin; local anesthetic agent; steroid; vasodilator agent; adult; article; clinical article; clinical outcome; controlled study; corrected distance visual acuity; female; general condition improvement; human; iridotomy; keratoplasty; laser surgery; lens implantation; male; patient safety; postoperative care; preoperative care; retrospective study; treatment contraindication; treatment duration
Descemet stripping automated endothelial keratoplasty (DSAEK) versus repeat penetrating keratoplasty (PKP) to manage eyes with failed corneal graft,2018,Khairallah A.,"Department of Ophthalmology, King Khaled University, Abha, Saudi Arabia",Annals of Saudi Medicine,5,,False,Scopus,10.5144/0256-4947.2018.36,True,,"Adult; Aged; Corneal Diseases; Corneal Transplantation; Descemet Stripping Endothelial Keratoplasty; Female; Graft Rejection; Humans; Keratoplasty, Penetrating; Male; Middle Aged; Postoperative Complications; Reoperation; Retrospective Studies; Saudi Arabia; Tonometry, Ocular; Treatment Outcome; Visual Acuity; eye drops; prednisolone acetate; adult; Article; best corrected visual acuity; clinical article; clinical outcome; cohort analysis; comparative effectiveness; controlled study; cornea injury; cornea neovascularization; cornea transplantation; Descemet stripping endothelial keratoplasty; drug dose reduction; female; graft failure; graft rejection; human; intraocular pressure; keratoconus; keratopathy; male; outcome assessment; penetrating keratoplasty; repeat procedure; retrospective study; scar; treatment failure; aged; cornea disease; cornea transplantation; graft rejection; middle aged; oculoplethysmography; postoperative complication; procedures; reoperation; Saudi Arabia; treatment outcome; visual acuity","adult; aged; corneal diseases; corneal transplantation; descemet stripping endothelial keratoplasty; female; graft rejection; humans; keratoplasty, penetrating; male; middle aged; postoperative complications; reoperation; retrospective studies; saudi arabia; tonometry, ocular; treatment outcome; visual acuity; eye drops; prednisolone acetate; article; best corrected visual acuity; clinical article; clinical outcome; cohort analysis; comparative effectiveness; controlled study; cornea injury; cornea neovascularization; cornea transplantation; drug dose reduction; graft failure; human; intraocular pressure; keratoconus; keratopathy; outcome assessment; penetrating keratoplasty; repeat procedure; retrospective study; scar; treatment failure; cornea disease; oculoplethysmography; postoperative complication; procedures"
Prevalence of keratoconus among patients seeking laser vision correction in Taif area of Saudi Arabia,2018,"Althomali TA, Al-Qurashi IM, Al-Thagafi SM, Mohammed A, Almalki M.",,Saudi J Ophthalmol,0,,True,PubMed,10.1016/j.sjopt.2017.11.003,True,Epidemiology; Laser vision correction; Prevalence of keratoconus; Saudi Arabia; Sub-clinical keratoconus,adult; aged; altitude; Article; astigmatism; consanguinity; ethnicity; female; geographic distribution; help seeking behavior; human; hypermetropia; keratoconus; laser refractive surgery; major clinical study; male; myopia; observational study; priority journal; retrospective study; Saudi Arabia; sex difference,epidemiology; laser vision correction; prevalence of keratoconus; saudi arabia; sub-clinical keratoconus; adult; aged; altitude; article; astigmatism; consanguinity; ethnicity; female; geographic distribution; help seeking behavior; human; hypermetropia; keratoconus; laser refractive surgery; major clinical study; male; myopia; observational study; priority journal; retrospective study; sex difference
Measurement of anterior segment parameters in Saudi adults with myopia,2018,Alrajhi L.S.; Bokhary K.A.; Al-Saleh A.A.,"Optometry and Vision Science, College of Applied Medical Science, King Saud University, Riyadh, Saudi Arabia; AlHokama Eye Specialist Center, Riyadh, Saudi Arabia",Saudi Journal of Ophthalmology,11,Anterior chamber; Corneal astigmatism; Corneal thickness; Myopia; Pentacam,False,Scopus,10.1016/j.sjopt.2018.04.007,True,Anterior chamber; Corneal astigmatism; Corneal thickness; Myopia; Pentacam,adult; anterior chamber volume; anterior eye chamber depth; anterior eye segment; apex corneal thickness; Article; astigmatism; central corneal thickness; controlled study; corneal volume; cross-sectional study; disease severity; female; human; major clinical study; male; myopia; priority journal; retrospective study; Saudi; thinnest corneal thickness; visual system parameters,anterior chamber; corneal astigmatism; corneal thickness; myopia; pentacam; adult; anterior chamber volume; anterior eye chamber depth; anterior eye segment; apex corneal thickness; article; astigmatism; central corneal thickness; controlled study; corneal volume; cross-sectional study; disease severity; female; human; major clinical study; male; priority journal; retrospective study; saudi; thinnest corneal thickness; visual system parameters
